" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0032259","nm0507390","Blazing Six Shooters","Blazing Six Shooters","1940","Romance,Western"
"tt0032277","nm0507390","Boys of the City","Boys of the City","1940","Comedy,Mystery,Thriller"
"tt0032350","nm0478303","La comédie du bonheur","La comédie du bonheur","1940","Comedy"
"tt0032376","nm0002188,nm0215877","Dance, Girl, Dance","Dance, Girl, Dance","1940","Comedy,Drama,Musical"
"tt0032384","nm0649097","De Mayerling à Sarajevo","De Mayerling à Sarajevo","1940","Drama"
"tt0032396","nm0226189","A Dispatch from Reuters","A Dispatch from Reuters","1940","Biography,Drama"
"tt0032503","nm0782707","Gallant Sons","Gallant Sons","1940","Mystery"
"tt0032572","nm0569697","Haunted House","Haunted House","1940","Comedy,Drama,Mystery"
"tt0032582","nm0782393","Her Second Mother","Her Second Mother","1940",NULL
"tt0032773","nm0820461","Meet the Missus","Meet the Missus","1940","Comedy"
"tt0032793","nm0496505","Military Academy","Military Academy","1940","Drama"
"tt0032889","nm0925028","Pardon My Berth Marks","Pardon My Berth Marks","1940","Comedy,Short"
"tt0032909","nm0163332","Pilgrim Porky","Pilgrim Porky","1940","Animation,Comedy,Family"
"tt0033026","nm0266035","Scarpe grosse","Scarpe grosse","1940",NULL
"tt0033027","nm0576940","Scatterbrain","Scatterbrain","1940","Comedy,Musical"
"tt0033037","nm0247484","Service with the Colors","Service with the Colors","1940","Drama,Short"
"tt0033099","nm0782947","Stagecoach War","Stagecoach War","1940","Action,Music,Romance"
"tt0033131","nm0621540","Travelling Actors","Tabi yakusha","1940","Comedy"
"tt0033188","nm0314671","Tugboat Mickey","Tugboat Mickey","1940","Animation,Comedy,Family"
"tt0033204","nm0792450","Under Texas Skies","Under Texas Skies","1940","Western"
"tt0033206","nm0548098","Unfaithful Eckehart","Der ungetreue Eckehart","1940","Comedy"
"tt0033265","nm0940453","Wildcat Bus","Wildcat Bus","1940","Action,Crime,Drama"
"tt0033272","nm0282984","Women Without Names","Women Without Names","1940","Crime,Drama,Romance"
"tt0027268","nm0094801","Adam's Tree","L'albero di Adamo","1938","Comedy"
"tt0027269","nm0333476","Alhambra","Alhambra","1940",NULL
"tt0027533","nm0273203","Don Floripondio","Don Floripondio","1939","Comedy"
"tt0028472","nm0304098","The Woman Thief","Le voleur de femmes","1938","Drama"
"tt0037370","nm0595804","Je t'attendrai","Je t'attendrai","1939","Drama,Romance,War"
"tt0029859","nm0432643","Altes Herz geht auf die Reise","Altes Herz geht auf die Reise","1938",NULL
"tt0029906","nm0523893","The Beloved Brat","The Beloved Brat","1938","Comedy,Drama"
"tt0029933","nm0549803","Bombas sobre el Ebro","Bombas sobre el Ebro","1938","Documentary,Short,War"
"tt0029950","nm0001124","The Buccaneer","The Buccaneer","1938","Adventure,History"
"tt0030005","nm0190516","Come On, Leathernecks!","Come On, Leathernecks!","1938","Adventure,Drama,Romance"
"tt0030016","nm0198246,nm0362041","Count Me Out","Count Me Out","1938","Animation,Comedy,Family"
"tt0030017","nm0746740","The Courtship of the Newt","The Courtship of the Newt","1938","Comedy,Short"
"tt0030027","nm0172485","Crime Takes a Holiday","Crime Takes a Holiday","1938","Action,Crime,Drama"
"tt0030035","nm0000813","Daffy Duck in Hollywood","Daffy Duck in Hollywood","1938","Animation,Comedy,Family"
"tt0030278","nm0094801","Io, suo padre","Io, suo padre","1939","Comedy"
"tt0030332","nm0552609","Concert in Tirol","Konzert in Tirol","1938","Music,Romance"
"tt0030387","nm0861703","Love Is a Headache","Love Is a Headache","1938","Comedy,Romance"
"tt0030400","nm0391750","Maid's Night Out","Maid's Night Out","1938","Comedy,Romance"
"tt0030406","nm0898160","Un mal negocio","Un mal negocio","1938","Comedy,Short"
"tt0030418","nm0886754,nm0245213","Marie Antoinette","Marie Antoinette","1938","Biography,Drama,History"
"tt0030446","nm0000813","The Mice Will Play","The Mice Will Play","1938","Animation,Comedy,Family"
"tt0030472","nm0940499","Mr. Satan","Mr. Satan","1938","Crime"
"tt0030543","nm0567757","Over the Wall","Over the Wall","1938","Drama,Romance"
"tt0030552","nm0903160","The Hen-Pecked Husband","A papucshös","1938","Comedy"
"tt0030558","nm0782947","Partners of the Plains","Partners of the Plains","1938","Western"
"tt0030578","nm0166996","The Little Thing","Le petit chose","1938","Drama"
"tt0030593","nm0745498","By Pike","Po shchuchemu veleniyu","1938","Family,Fantasy"
"tt0030619","nm0905729","Prairie Justice","Prairie Justice","1938","Action,Music,Western"
"tt0030654","nm0401680","Rascals","Rascals","1938","Comedy"
"tt0030658","nm0335207,nm0184005,nm0116103","The Barbarian and the Lady","The Rebel Son","1938","Action,History"
"tt0030665","nm0302143","Refugees in Madrid","Refugiados en Madrid","1938","Drama,Romance,War"
"tt0030689","nm0379092","Rollin' Plains","Rollin' Plains","1938","Music,Western"
"tt0030705","nm0583206","Beate's Mystery","Rätsel um Beate","1938","Drama"
"tt0030738","nm0864006","Sharpshooters","Sharpshooters","1938","Adventure"
"tt0030789","nm0293989","A Star Is Hatched","A Star Is Hatched","1938","Animation,Comedy,Family"
"tt0030798","nm0758508","Storm Over Bengal","Storm Over Bengal","1938","Action,Adventure,Romance"
"tt0030803","nm0556737","Strange Boarders","Strange Boarders","1938","Mystery"
"tt0030814","nm0674398","Sighs of Spain","Suspiros de España","1939","Comedy"
"tt0030834","nm0153713","Tassels in the Air","Tassels in the Air","1938","Comedy,Short"
"tt0030845","nm0627864","The Terror of Tiny Town","The Terror of Tiny Town","1938","Western"
"tt0030854","nm0524995","That Certain Age","That Certain Age","1938","Comedy,Musical"
"tt0030863","nm0940499","Thistledown","Thistledown","1938","Musical,Romance"
"tt0030868","nm0925028","Three Missing Links","Three Missing Links","1938","Comedy,Short"
"tt0030955","nm0091380","War es der im 3. Stock?","War es der im 3. Stock?","1939",NULL
"tt0030959","nm0416258","West of Rainbow's End","West of Rainbow's End","1938","Action,Adventure,Romance"
"tt0031010","nm0261971","Bargekeepers Daughter","Éducation de prince","1938","Comedy"
"tt0031013","nm0337586","20,000 Men a Year","20,000 Men a Year","1939","Action,Adventure,Drama"
"tt0031033","nm0782682","Allegheny Uprising","Allegheny Uprising","1939","Adventure,History,Western"
"tt0031060","nm0125636","At the Circus","At the Circus","1939","Comedy,Musical"
"tt0031068","nm0397678","Back Door to Heaven","Back Door to Heaven","1939","Crime,Drama"
"tt0031153","nm0163332","Chicken Jitters","Chicken Jitters","1939","Animation,Comedy,Family"
"tt0031156","nm0520419","The Chump Takes a Bump","The Chump Takes a Bump","1939","Comedy,Short"
"tt0031165","nm0712748","Code of the Fearless","Code of the Fearless","1939","Music,Western"
"tt0031172","nm0532591","Concentration Camp","Bolotnye soldaty","1938","Drama,War"
"tt0031194","nm0305740","Los cuatro robinsones","Los cuatro robinsones","1939","Comedy"
"tt0031235","nm0002031","Dodge City","Dodge City","1939","Western"
"tt0031257","nm0796645","Duel Personalities","Duel Personalities","1939","Comedy,Family,Short"
"tt0031279","nm0007220","The Escape","The Escape","1939","Action,Crime,Drama"
"tt0031350","nm0890085","The Frozen Limits","The Frozen Limits","1939","Comedy,Western"
"tt0031375","nm0548098","A Merry House","Das Glück wohnt nebenan","1939",NULL
"tt0031391","nm0131460","Department Store","I grandi magazzini","1939","Drama"
"tt0031419","nm0782947","Heritage of the Desert","Heritage of the Desert","1939","Action,Drama,Western"
"tt0031486","nm0099592","Inquest","Inquest","1939","Crime,Mystery"
"tt0031506","nm0163332","Jeepers Creepers","Jeepers Creepers","1939","Animation,Comedy,Family"
"tt0031532","nm0800373","The Kid from Texas","The Kid from Texas","1939","Comedy,Romance,Western"
"tt0031540","nm0782393","Kol Nidre","Kol Nidre","1939","Drama,Musical"
"tt0121623","nm0023813","Palabra de honor","Palabra de honor","1939",NULL
"tt0122150","nm0151404","Let George Do It","Let George Do It","1938","Comedy"
"tt0122845","nm0096063","...Y mañana serán hombres","...Y mañana serán hombres","1939","Drama,Family"
"tt0123023","nm0182300","Céu azul","Céu azul","1940","Comedy,Musical"
"tt0124291","nm0300544","Balletten danser","Balletten danser","1938",NULL
"tt0126206","nm0730905","Baby Daze","Baby Daze","1939","Comedy,Short"
"tt0132428","nm0925028","Pleased to Mitt You","Pleased to Mitt You","1940","Comedy,Short"
"tt0132623","nm0625726","West of the Santa Fe","West of the Santa Fe","1938","Music,Western"
"tt0139174","nm0080332","Ek Hi Bhool","Ek Hi Bhool","1940",NULL
"tt0140561","nm0361068","Sommer, Sonne, Erika","Sommer, Sonne, Erika","1940",NULL
"tt0141136","nm0412650","The Gorilla Hunt","The Gorilla Hunt","1939","Animation,Short"
"tt0136794","nm0433953","Elinan surma","Elinan surma","1938","Drama,History"
"tt0134321","nm0713283","Blondes for Danger","Blondes for Danger","1938","Thriller"
"tt0142886","nm0487237","Syncopated Sioux","Syncopated Sioux","1940","Animation,Short"
"tt0137951","nm0850024,nm0405355","One Man's Fate","Miehen tie","1940","Drama,Romance"
"tt0143002","nm0487237","Yokel Boy Makes Good","Yokel Boy Makes Good","1938","Animation,Short"
"tt0151481","nm0005872","Man's Paradise","Man's Paradise","1938","Documentary,Drama"
"tt0151923","nm0470463","Pawel i Gawel","Pawel i Gawel","1938","Comedy"
"tt0152046","nm0841324","Poslední podskalák","Poslední podskalák","1940","Comedy"
"tt0148124","\N","Farmer Tom Thumb","Farmer Tom Thumb","1940","Animation,Comedy,Short"
"tt0153284","nm0841324","Tretí zvonení","Tretí zvonení","1938","Comedy"
"tt0154192","nm0024061","Bahadur Ramesh","Bahadur Ramesh","1939",NULL
"tt0154312","nm0024061","Chashmawali","Chashmawali","1939","Action"
"tt0154322","nm0045943","Chingari","Chingari","1940",NULL
"tt0158908","nm0159342","Sach Hai","Sach Hai","1939",NULL
"tt0154669","nm0888782","Janssens en Peeters dikke vrienden","Janssens en Peeters dikke vrienden","1940","Comedy"
"tt0159492","nm0141351","Incident in Shanghai","Incident in Shanghai","1938","Drama,War"
"tt0162714","nm0850816","Tsuchi to heitai","Tsuchi to heitai","1939","Drama,War"
"tt0156824","nm0080332","Narsi Bhagat","Narsi Bhagat","1940",NULL
"tt0160595","nm0909398","Old Iron","Old Iron","1938","Drama"
"tt0169879","nm0078016","Eusèbe député","Eusèbe député","1939",NULL
"tt0169942","nm0275494","People Who Travel","Les gens du voyage","1938","Drama"
"tt0172556","nm0460033","Historie fíkového listu","Historie fíkového listu","1938",NULL
"tt0165898","nm0593632","Night Journey","Night Journey","1938","Crime,Drama"
"tt0166324","nm0894204","Renate im Quartett","Renate im Quartett","1939","Comedy,Musical"
"tt0173398","nm0130024","Uzinele Malaxa","Uzinele Malaxa","1940","Documentary,Short"
"tt0185345","nm0087770","El gran camarada","El gran camarada","1938",NULL
"tt0178561","nm0023813","Hay que educar a Niní","Hay que educar a Niní","1940","Comedy"
"tt0176161","nm0618034","El solterón","El solterón","1940",NULL
"tt0191673","nm0637610","L'étrange nuit de Noël","L'étrange nuit de Noël","1939","Crime"
"tt0193512","nm0409965","Sombras de Buenos Aires","Sombras de Buenos Aires","1939","Drama,Musical"
"tt0190260","nm0946391","Berth Quakes","Berth Quakes","1938","Comedy,Short"
"tt0193783","nm0688543","Brazza ou l'épopée du Congo","Brazza ou l'épopée du Congo","1940","Adventure"
"tt0196329","nm0735163","Alma e Corpo de uma Raça","Alma e Corpo de uma Raça","1938","Drama"
"tt0213957","nm0588183","Nostradamus","Nostradamus","1938","History,Short"
"tt0214076","nm0222222,nm0765494","Saint Janabai","Sant Janabai","1938",NULL
"tt0210605","nm0499310","The Case of Charlie Gordon","The Case of Charlie Gordon","1939",NULL
"tt0231392","nm0730905","Corralling a Schoolmarm","Corralling a Schoolmarm","1940","Musical,Short,Western"
"tt0219575","nm0587033","La canción que tú cantabas","La canción que tú cantabas","1939","Musical"
"tt0217147","nm0329574","A Western Welcome","A Western Welcome","1938","Musical,Romance,Short"
"tt0232133","nm0451844","Mr. X","Mr. X","1938",NULL
"tt0236016","nm0730905","Bested by a Beard","Bested by a Beard","1940","Comedy,Short"
"tt0236091","nm0538297","Chambe Di Kali","Chambe Di Kali","1940",NULL
"tt0236413","nm0062759,nm0651374","Laugh It Off","Laugh It Off","1940","Musical"
"tt0236813","nm0730905","Truth Aches","Truth Aches","1939","Comedy,Short"
"tt0242878","nm0593955","Sharmishtha","Sharmishtha","1939",NULL
"tt0233404","nm0235066","Came the Brawn","Came the Brawn","1938","Comedy,Family,Short"
"tt0247958","nm0805628","Bílá vrána","Bílá vrána","1938","Comedy,Musical"
"tt0248027","nm0679419","Für die Katz'","Für die Katz'","1940",NULL
"tt0263418","nm1283336","Hana-tsumi nikki","Hana-tsumi nikki","1939","Drama"
"tt0253530","nm0671708","Raja Gopichand","Raja Gopichand","1938",NULL
"tt0253533","nm0667984","Raja Shriyal","Raja Shriyal","1939",NULL
"tt0259226","\N","The Breadwinner","The Breadwinner","1938","Comedy,Drama"
"tt0278770","nm0747145","Thikadar","Thikadar","1940",NULL
"tt0260471","\N","Uncle Si and the Sirens","Uncle Si and the Sirens","1938","Comedy,Short"
"tt0280885","nm0019328","Lowlands People","Lowlands People","1938","Documentary"
"tt0288839","nm0237836","The Time of the Cherries","Le temps des cerises","1938","Drama"
"tt0319639","nm0546245","Peasants","Kandlilar","1939",NULL
"tt0293970","nm0777706","Venetian Moonlight","Venetian Moonlight","1938","Musical,Short"
"tt0291692","nm0220534","...Y los sueños pasan","...Y los sueños pasan","1939",NULL
"tt0292467","nm0914923","Cactus Caballeros","Cactus Caballeros","1938","Comedy,Short,Western"
"tt0308803","nm0258477","La relève","La relève","1938","Documentary"
"tt0346076","nm0121512,nm0111278,nm0806361","Ulice zpívá","Ulice zpívá","1939","Comedy"
"tt0325143","nm0701716","El cabo Rivero","El cabo Rivero","1938","Comedy,Drama"
"tt0331925","nm0181871","El cantor del circo","El cantor del circo","1940","Comedy,Drama,Musical"
"tt0367824","nm0779253,nm1134817","H.M.S. Pinafore","H.M.S. Pinafore","1939","Comedy,Musical"
"tt0360987","nm0040255","The Dog and the Cat","Shunn u Katun","1938","Animation,Short"
"tt0364694","\N","Teaching Kids Job Skills","Teaching Kids Job Skills","1940","Short"
"tt0376905","\N","Sunheri Toti","Sunheri Toti","1939",NULL
"tt0372961","\N","Havana Is Calling Me","Havana Is Calling Me","1940","Short"
"tt0373784","nm0904505","The Daughters of India","The Daughters of India","1939","Drama"
"tt0375144","nm1292626","Tomokichi to uma","Tomokichi to uma","1939","Comedy,Musical,Short"
"tt0406580","\N","The Billiard Room Mystery","The Billiard Room Mystery","1938","Mystery"
"tt0407716","nm1637838","De Porfirio Díaz a Lazaro Cárdenas: 30 años de historia","De Porfirio Díaz a Lazaro Cárdenas: 30 años de historia","1940","Documentary"
"tt0418210","nm1656214","The Swiss Family Robinson","The Swiss Family Robinson","1939",NULL
"tt0416077","\N","Nine Till Six","Nine Till Six","1938","Drama"
"tt0422336","\N","Good Morning, Bill","Good Morning, Bill","1939","Comedy"
"tt0418273","nm0213136","Under Suspicion","Under Suspicion","1939","Comedy,Thriller"
"tt0959357","nm2209476","Ungetsu no Suzuran no tsuma","Ungetsu no Suzuran no tsuma","1940",NULL
"tt0448162","nm0043314","The Tragedy of Carpatho-Ukraine","The Tragedy of Carpatho-Ukraine","1940","Documentary,History"
"tt0451851","\N","Pak Daman","Pak Daman","1940",NULL
"tt0471347","nm0801022","A Prodigal Son","A Prodigal Son","1939","Family,Short"
"tt0471362","nm0148279","Rosa birhen","Rosa birhen","1940","Drama,Romance"
"tt0495820","nm0403678","Commandment Keeper Church, Beaufort South Carolina, May 1940","Commandment Keeper Church, Beaufort South Carolina, May 1940","1940","Documentary,Short"
"tt0496926","\N","All in One","All in One","1938","Short"
"tt0786972","\N","Dahil sa pag-ibig","Dahil sa pag-ibig","1938",NULL
"tt0896832","nm2217563","Magtanim hindi biro","Magtanim hindi biro","1940",NULL
"tt0896946","nm0457334,nm0190677","Hungary's Revival","Magyar Feltámadás","1939",NULL
"tt0903966","nm2217563","Ruisenor","Ruisenor","1939","Drama"
"tt0420771","nm0313449","Me and My Girl","Me and My Girl","1939","Musical"
"tt0427669","nm1760845","Il pianto delle zitelle","Il pianto delle zitelle","1939","Documentary"
"tt0959365","nm2418834","Yotsuba no clover","Yotsuba no clover","1938",NULL
"tt1001494","nm1615917","Bayreuth. Eine Stadt einst und jetzt","Bayreuth. Eine Stadt einst und jetzt","1939","Short"
"tt1002650","nm0279179","En sigarett - en drøm","En sigarett - en drøm","1938","Animation,Short"
"tt0027309","nm0688232","Arma bianca","Arma bianca","1938",NULL
"tt0026340","\N","Fasching in Wien","Fasching in Wien","1939","Short"
"tt0028571","nm0255766","The Make Believe Pirates","Allegri masnadieri","1939","Adventure,Romance"
"tt0024994","nm0131460","Like the Leaves","Come le foglie","1938","Comedy"
"tt0028684","nm0882190","Song of the Soul","Canción del alma","1938","Comedy,Drama,Musical"
"tt0126243","nm0730905","A Clean Sweep","A Clean Sweep","1938","Comedy,Short"
"tt0029490","nm0520671","The River","The River","1938","Documentary,History,Short"
"tt0029726","nm0259611","Great Citizen","Velikiy grazhdanin","1938","Drama"
"tt0029839","\N","Adolf Hitler - Wahlpropagandafilm","Adolf Hitler - Wahlpropagandafilm","1938","Short"
"tt0030019","nm0045800","Cowboy from Brooklyn","Cowboy from Brooklyn","1938","Comedy,Musical,Sport"
"tt0030046","nm0928108","The Declaration of Independence","The Declaration of Independence","1938","Drama,History,Short"
"tt0030048","nm0418600","Definiciones","Definiciones","1938","Comedy,Short"
"tt0030096","nm0737053","Easy Riches","Easy Riches","1938","Comedy"
"tt0030104","nm0687046","Escuela popular de guerra","Escuela popular de guerra","1938","Documentary,Short,War"
"tt0030112","nm0776838","Exposed","Exposed","1938","Drama"
"tt0030171","nm0000923","Garden of the Moon","Garden of the Moon","1938","Comedy,Musical,Romance"
"tt0030186","nm0781292","The Gladiator","The Gladiator","1938","Comedy,Fantasy"
"tt0030191","nm0258015","Gold Diggers in Paris","Gold Diggers in Paris","1938","Comedy,Musical,Romance"
"tt0030250","nm0281487","Hunky and Spunky","Hunky and Spunky","1938","Animation,Short,Western"
"tt0030305","nm0898521","Jwala","Jwala","1938",NULL
"tt0030325","nm0902082","Die kleine und die große Liebe","Die kleine und die große Liebe","1938","Comedy,Romance"
"tt0030341","nm0000033","The Lady Vanishes","The Lady Vanishes","1938","Mystery,Thriller"
"tt0030358","nm0418600","Letreros típicos","Letreros típicos","1938","Comedy,Short"
"tt0030359","nm0821472","Letter of Introduction","Letter of Introduction","1938","Comedy,Drama"
"tt0030381","nm0917364,nm0491504,nm0641045","Livet paa Hegnsgaard","Livet paa Hegnsgaard","1938","Drama,Family"
"tt0030440","nm0411208,nm0821707","Merbabies","Merbabies","1938","Animation,Family,Fantasy"
"tt0030473","nm0631438","Mr. Wong, Detective","Mr. Wong, Detective","1938","Adventure,Crime,Drama"
"tt0030487","nm0387791","Ein Mädchen geht an Land","Ein Mädchen geht an Land","1938",NULL
"tt0030574","nm0308178","Personal Secretary","Personal Secretary","1938","Comedy"
"tt0030605","nm0850895","Porky the Fireman","Porky the Fireman","1938","Animation,Comedy,Family"
"tt0030615","nm0001843","Port of Seven Seas","Port of Seven Seas","1938","Drama,Romance"
"tt0030616","nm0293989","Poultry Pirates","Poultry Pirates","1938","Animation,Comedy,Family"
"tt0030623","nm0858057","Prinzessin Sissy","Prinzessin Sissy","1939",NULL
"tt0030670","nm0317856","Resistencia en Levante","Resistencia en Levante","1938","Documentary,Short,War"
"tt0030713","nm0317856,nm0749596","Salvad la cosecha","Salvad la cosecha","1938","Documentary,Short"
"tt0030730","nm0783509","Sergeant Berry","Sergeant Berry","1938","Adventure,Comedy,Crime"
"tt0030818","nm0281487","The Swing School","The Swing School","1938","Animation,Music,Romance"
"tt0030831","nm0329574","Tarnished Angel","Tarnished Angel","1938","Drama"
"tt0030840","nm0652650","Tempête sur l'Asie","Tempête sur l'Asie","1938","Drama"
"tt0030851","nm0624756","Thank Evans","Thank Evans","1938","Comedy"
"tt0030885","nm0255766","Il torrente","Il torrente","1938",NULL
"tt0030961","nm0905729","Western Trails","Western Trails","1938","Adventure,Music,Romance"
"tt0031012","nm0166058,nm0809467","On Dress Parade","On Dress Parade","1939","Drama"
"tt0031157","nm0131891","The Five Cents of Lavarede","Les cinq sous de Lavarède","1939","Comedy"
"tt0031187","nm0576940","The Covered Trailer","The Covered Trailer","1939","Comedy"
"tt0031224","nm0712730","Desperate Trails","Desperate Trails","1939","Action,Music,Western"
"tt0031243","nm0454790","Donald's Penguin","Donald's Penguin","1939","Animation,Comedy,Family"
"tt0031295","nm0712748","Fangs of the Wild","Fangs of the Wild","1939","Drama"
"tt0031299","nm0547446","Fast and Loose","Fast and Loose","1939","Comedy,Crime,Drama"
"tt0031309","nm0245213","La fin du jour","La fin du jour","1939","Drama"
"tt0031312","nm0567757","First Offenders","First Offenders","1939","Action,Crime,Drama"
"tt0031333","nm0726729","Forse eri tu l'amore","Forse eri tu l'amore","1939","Comedy"
"tt0031422","nm0038089","Herr husassistenten","Herr husassistenten","1939",NULL
"tt0031554","nm0635969","Lapatossu ja Vinski olympia-kuumeessa","Lapatossu ja Vinski olympia-kuumeessa","1939","Comedy"
"tt0031580","nm0782682,nm0485943","The Little Princess","The Little Princess","1939","Comedy,Drama,Family"
"tt0031596","nm0072872","Lucky to Me","Lucky to Me","1939","Comedy"
"tt0031618","nm0379092","The Man from Texas","The Man from Texas","1939","Action,Music,Western"
"tt0031625","nm0046492","Mare","Mare","1940",NULL
"tt0031660","nm0195655","Miseria e nobiltà","Miseria e nobiltà","1940",NULL
"tt0031715","nm0107854","Navy Secrets","Navy Secrets","1939","Adventure,Crime,Drama"
